Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
13305,Benane Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,GARISSA,LAGDERA,lagdera,BENANE,Operational,No,No,No,No,,Yes,Yes,No
12298,Kigaa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,CENTRAL  WARD,Operational,No,No,No,No,,Yes,Yes,No
14681,Kanakurudio Health Centre,,Level 3,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA NORTH,turkana north,LAKEZONE,Operational,No,No,No,No,,Yes,Yes,No
10630,Kirima Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,SHAMATA,Operational,No,No,No,No,,Yes,Yes,No
12803,Tiva Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,KYANGWITHYA WEST,Operational,No,No,No,No,,Yes,Yes,No
14924,Kiptagich Model Health centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,4,NAKURU,KURESOI SOUTH,kuresoi south,KIPTAGICH,Operational,Yes,No,Yes,No,,Yes,Yes,No
10722,Mere Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,KIENI,kieni east,KABARU,Operational,No,No,No,No,,Yes,Yes,No
10429,Kaimbaga Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KAIMBAGA,Operational,No,No,No,No,,Yes,Yes,No
15214,Molo South Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,8,0,NAKURU,KURESOI NORTH,kuresoi north,NYOTA,Operational,No,No,No,No,,Yes,Yes,No
12828,Uran Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,URAN,Operational,No,No,No,No,,Yes,Yes,No
13302,Barwaqo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,Operational,No,No,Yes,No,,Yes,Yes,No
12665,Nkondi Health centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,THARAKA,tharaka south,NKONDI,Operational,No,No,No,No,,Yes,Yes,No
10778,Murarandia Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIHARU,kiharu,MURARANDIA,Operational,No,No,No,No,,Yes,Yes,No
12042,Gitine Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,IGOJI EAST,Operational,No,No,No,No,,Yes,Yes,No
12252,Kauma Dispensary (Kitui),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,MATINYANI,Operational,No,No,No,No,,Yes,Yes,No
10894,Nyaribo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,NYERI TOWN,nyeri central,KIGANJO/MATHARI,Operational,No,No,No,No,,Yes,Yes,No
13394,Leheley Sub District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,LAGBOGHOI SOUTH,Operational,No,No,No,No,,Yes,Yes,No
13724,Kuja Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,AWENDO,awendo sub county,NORTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
13872,Nyagiki Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,SAMETA/MOKWERERO,Operational,No,No,No,No,,Yes,Yes,No
14519,GK Prisons Dispensary (Eldoret East),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,KIMUMU,Operational,No,No,Yes,No,,Yes,Yes,No
15801,Ap Line Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAKAMEGA,LURAMBI,lurambi,SHIRERE,Operational,No,No,No,No,,Yes,Yes,No
15426,Olorika Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Operational,Yes,No,Yes,No,,Yes,Yes,No
14880,Kimsaw Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,8,0,NAKURU,NAKURU TOWN WEST,nakuru east,SHAABAB,Operational,Yes,No,Yes,No,,Yes,Yes,No
13712,Kokwanyo Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KOKWANYO/KAKELO,Operational,No,No,No,No,,Yes,Yes,No
13708,Kobuya Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,Operational,No,No,No,No,,Yes,Yes,No
12553,Mugui Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,KAGAARI NORTH,Operational,No,No,No,No,,Yes,Yes,No
15854,Chepkube Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,Cheptais,CHEPTAIS,Operational,No,No,No,No,,Yes,Yes,No
15159,Mauche Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,NAKURU,NJORO,njoro,MAU NAROK,Operational,No,No,No,No,,Yes,Yes,No
13687,Kibigori Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,MUHORONI,muhoroni,CHEMELIL,Operational,No,No,No,No,,Yes,Yes,No
15017,Ledero Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,Operational,No,No,No,No,,Yes,Yes,No
12024,Gaciongo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,THARAKA,tharaka north,MUKOTHIMA,Operational,No,No,No,No,,Yes,Yes,No
11983,Dakabaricha Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,SAKU,saku,MARSABIT CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
13573,Giatunda Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,SOUTH MUGIRANGO,south mugirango,TABAKA,Operational,No,No,No,No,,Yes,Yes,No
13820,Mokomoni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYAMIRA,BORABU,borabu,KIABONYORU,Operational,No,No,No,No,,Yes,Yes,No
16437,Kituluni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU NORTH,Operational,No,No,No,No,,Yes,Yes,No
13743,Mabinju Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,BONDO,bondo,SOUTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
14312,Chemaner Dispensary (Kuresoi),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,4,NAKURU,KURESOI SOUTH,kuresoi south,TINET,Operational,No,No,No,No,,Yes,Yes,No
12403,Kyamatu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,KITUI EAST,kitui east,VOO/KYAMATU,Operational,No,No,No,No,,Yes,Yes,No
13614,Igena-Itambe Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYAMIRA,WEST MUGIRANGO,nyamira,BOSAMARO,Operational,No,No,No,No,,Yes,Yes,No
13364,Hodhan Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,Operational,No,No,Yes,No,,Yes,Yes,No
14007,Oyamo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,SIAYA,BONDO,bondo,SOUTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
11180,Weithaga (ACK) Dispensary,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,MURANG'A,KIHARU,kiharu,WANGU,Operational,No,No,No,No,,Yes,Yes,No
12008,Endau Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KITUI,KITUI EAST,kitui east,ENDAU/MALALANI,Operational,No,No,No,No,,Yes,Yes,No
10951,Ragia Forest Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,LARI,lari,KINALE,Operational,No,No,No,No,,Yes,Yes,No
13898,Nyamaranya Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,5,0,MIGORI,KURIA EAST,kuria east sub county,GOKEHARAKA/GETAMBWEGA,Operational,No,No,No,No,,Yes,Yes,No
12677,Nthongoni Health Centre (Kitui),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI RURAL,kitui rural,KWAVONZA/YATTA,Operational,No,No,No,No,,Yes,Yes,No
15706,Tangasir Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,7,0,UASIN GISHU,MOIBEN,moiben,KARUNA/MEIBEKI,Operational,No,No,No,No,,Yes,Yes,No
13248,Vision Peoples Inter Health Centre,,Level 2,Basic primary health care facility,Other Faith Based,Kenya MPDB - Institution,0,0,NAIROBI,WESTLANDS,westlands,KARURA,Operational,No,No,No,No,,Yes,Yes,No
12647,Ngaremara Dispensary,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,2,0,ISIOLO,ISIOLO NORTH,isiolo,NGARE MARA,Operational,No,No,No,No,,Yes,Yes,No
11998,Eldera Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ISIOLO,ISIOLO SOUTH,garbatulla,SERICHO,Operational,No,No,No,No,,Yes,Yes,No
13784,Masogo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KABONDO WEST,Operational,No,No,No,No,,Yes,Yes,No
13350,GK Prison Dispensary (Garissa),,Level 2,Dispensaries and clinic-out patient only,Public Institution,Ministry of Health,0,0,GARISSA,GARISSA TOWNSHIP,garissa,TOWNSHIP,Operational,No,No,No,No,,Yes,Yes,No
12207,Kasikeu Catholic Health Centre,,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,8,0,MAKUENI,KILOME,kilome,KASIKEU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12678,Nthwanguu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,KIBAUNI,Operational,No,No,No,No,,Yes,Yes,No
12813,Tunyai Health centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,0,THARAKA-NITHI,THARAKA,tharaka south,CHIAKAGIRA,Operational,No,No,No,No,,Yes,Yes,No
12151,Kaliku Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI EAST,kitui east,MUTITU/KALIKU,Operational,No,No,No,No,,Yes,Yes,No
12830,Uruku GK Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,NKUENE,Operational,No,No,No,No,,Yes,Yes,No
13325,Dasheq Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,TARBAJ,tarbaj,TARBAJ,Operational,Yes,No,Yes,No,,Yes,Yes,No
12354,Kitheo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA WEST,tigania west,AKITHII,Operational,No,No,No,No,,Yes,Yes,No
13391,Lafaley Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,TARBAJ,tarbaj,TARBAJ,Operational,Yes,No,Yes,No,,Yes,Yes,No
11940,Badassa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,SAKU,saku,MARSABIT CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
14136,Suna Ragana Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,SUNA WEST,suna west sub county,RAGANA-ORUBA,Operational,No,No,No,No,,Yes,Yes,No
14077,Serawongo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,BONDO,bondo,CENTRAL SAKWA,Operational,No,No,No,No,,Yes,Yes,No
12118,Kaani Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MACHAKOS,KATHIANI,kathiani,LOWER KAEWA/KAANI,Operational,No,No,No,No,,Yes,Yes,No
14057,Rodi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,SEME,seme,EAST SEME,Operational,No,No,No,No,,Yes,Yes,No
12217,Katani Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MACHAKOS,MAVOKO,athi river,MUTHWANI,Operational,No,No,No,No,,Yes,Yes,No
11610,Mijomboni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KILIFI,KILIFI NORTH,kilifi north,DABASO,Operational,No,No,No,No,,Yes,Yes,No
10473,Kanjuiri Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KANJUIRI RANGE,Operational,No,No,No,No,,Yes,Yes,No
13551,Etono Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,BOMWAGAMO,Operational,No,No,No,No,,Yes,Yes,No
10911,Olborosat Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OLJOROOK,oljoroorok,GATHANJI,Operational,No,No,No,No,,Yes,Yes,No
14447,Emitik Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,KURESOI SOUTH,kuresoi south,KIPTAGICH,Operational,No,No,No,No,,Yes,Yes,No
13882,Nyakegogi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,BOBASI CHACHE,Operational,No,No,No,No,,Yes,Yes,No
13741,Lwanda Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,NYATIKE,nyatike sub county,NORTH KADEM,Operational,No,No,No,No,,Yes,Yes,No
11785,Shika Adabu (MCM) Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MOMBASA,LIKONI,likoni,SHIKA ADABU,Operational,No,No,No,No,,Yes,Yes,No
15402,Olgulului Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,4,KAJIADO,KAJIADO SOUTH,loitokitok,ENTONET/LENKISM,Operational,Yes,No,Yes,No,,Yes,Yes,No
14089,Simbi Kogembo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
11805,Sosoni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MAGARINI,magarini,ADU,Operational,No,No,Yes,No,,Yes,Yes,No
12822,Ukia Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MAKUENI,KAITI,Kaiti,UKIA,Operational,No,No,No,No,,Yes,Yes,No
13506,Bonde Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,NYAKACH,nyakach,CENTRAL NYAKACH,Operational,No,No,No,No,,Yes,Yes,No
14967,Koitaburot Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOIN,Operational,No,No,No,No,,Yes,Yes,No
14515,Kirimun GK Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,Operational,No,No,No,No,,Yes,Yes,No
13716,Komosoko Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MIGORI,KURIA WEST,kuria west sub county,NYANMOSENSE/KOMOSOKO,Operational,No,No,No,No,,Yes,Yes,No
11382,Ganda Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MALINDI,malindi,MALINDI TOWN,Operational,No,No,No,No,,Yes,Yes,No
16432,Donyo Sabuk Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU NORTH,Operational,No,No,No,No,,Yes,Yes,No
13505,Boige Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,SOUTH MUGIRANGO,south mugirango,BOIKANGA,Operational,No,No,No,No,,Yes,Yes,No
13311,Bour-Algy Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,GARISSA TOWNSHIP,garissa,IFTIN,Operational,No,No,No,No,,Yes,Yes,No
13654,Kanyagwal Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,NYANDO,nyando,AHERO,Operational,No,No,No,No,,Yes,Yes,No
13976,Olasi Dispensary (Nyando),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,KISUMU,NYANDO,nyando,EAST KANO/WAWIDHI,Operational,No,No,No,No,,Yes,Yes,No
12286,Kiboko Dispensary (Makindu),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,Operational,No,No,No,No,,Yes,Yes,No
14943,Kisima Health Centre,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,2,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,Operational,No,No,Yes,No,,Yes,Yes,No
14291,Chebaraa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,NAKURU,KURESOI SOUTH,kuresoi south,KERINGET,Operational,No,No,Yes,No,,Yes,Yes,No
15468,Porro Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,SAMBURU,SAMBURU CENTRAL,samburu central,PORRO,Operational,No,No,No,No,,Yes,Yes,No
13837,Naya Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,SIAYA,RARIEDA,rarieda,SOUTH UYOMA,Operational,No,No,No,No,,Yes,Yes,No
10256,Gikui Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MURANG'A,KANGEMA,mathioya,MUGURU,Operational,No,No,No,No,,Yes,Yes,No
15169,Meibeki Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,KARUNA/MEIBEKI,Operational,No,No,No,No,,Yes,Yes,No
12165,Kamusiliu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI NORTH,mwingi north,NGOMENI,Operational,No,No,No,No,,Yes,Yes,No
15872,Elukhambi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAKAMEGA,LURAMBI,lurambi,BUTSOTSO SOUTH,Operational,No,No,No,No,,Yes,Yes,No
13592,Got Oyaro Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,No,No,No,No,,Yes,Yes,No
12223,Kathangari Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,NGINDA,Operational,No,No,No,No,,Yes,Yes,No
15232,Mother Kevin Dispensary (Catholic),,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,17,1,NAKURU,RONGAI,rongai,MENENGAI WEST,Operational,Yes,No,Yes,No,,Yes,Yes,No
12549,Muchagori Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,GATURI NORTH,Operational,No,No,No,No,,Yes,Yes,No
15927,Karima Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,TONGAREN,tongaren,MBAKALO,Operational,No,No,No,No,,Yes,Yes,No
14814,Kataboi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,0,0,TURKANA,TURKANA NORTH,turkana north,LAKEZONE,Operational,No,No,No,No,,Yes,Yes,No
13536,Eberege Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOMACHOGE BORABU,bomachoge borabu,MAGENCHE,Operational,No,No,No,No,,Yes,Yes,No
10799,Mutitu Community Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,KIRINYAGA CENTRAL,kirinyaga central,KANYEKINI,Operational,No,No,No,No,,Yes,Yes,No
13549,Esianyi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,BOKEIRA,Operational,No,No,No,No,,Yes,Yes,No
11171,Wanjengi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIHARU,kiharu,WANGU,Operational,No,No,No,No,,Yes,Yes,No
12195,Karama Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA EAST,tigania east,KARAMA,Operational,No,No,No,No,,Yes,Yes,No
12143,Kalala Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,KIBAUNI,Operational,No,No,No,No,,Yes,Yes,No
11601,Mgamboni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,KALOLENI,kaloleni,KALOLENI,Operational,No,No,No,No,,Yes,Yes,No
13572,Gianchore Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,NYAMIRA,WEST MUGIRANGO,nyamira,BOGICHORA,Operational,No,No,No,No,,Yes,Yes,No
10852,New Tumaini  Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KANJUIRI RANGE,Operational,No,No,No,No,,Yes,Yes,No
16386,Gatuto Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,KIRINYAGA CENTRAL,kirinyaga central,KANYEKINI,Operational,No,No,No,No,,Yes,Yes,No
13998,Otacho Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MIGORI,AWENDO,awendo sub county,CENTRAL SAKWA,Operational,No,No,No,No,,Yes,Yes,No
12432,Loiyangalani Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,LAISAMIS,laisamis,LOIYANGALANI,Operational,No,No,No,No,,Yes,Yes,No
12098,Itoleka Dispenasry,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,KYANGWITHYA WEST,Operational,No,No,No,No,,Yes,Yes,No
10200,Gakawa Dispensary,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,NYERI,KIENI,kieni east,GAKAWA,Operational,No,No,No,No,,Yes,Yes,No
12273,Kiamuchii Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,MUGWE,Operational,No,No,No,No,,Yes,Yes,No
13486,Arombe Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MIGORI,SUNA WEST,suna west sub county,WIGA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11994,Ebenezer Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MAKUENI,MBOONI,mbooni,MBOONI,Operational,No,No,No,No,,Yes,Yes,No
13896,Nyamanga Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,NYATIKE,nyatike sub county,KACHIEN'G,Operational,No,No,No,No,,Yes,Yes,No
10532,Kiamanyeki Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,MWEA,kirinyaga south,TEBERE,Operational,No,No,No,No,,Yes,Yes,No
15979,Lwanda Dispensary (Bungoma West),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,17,0,BUNGOMA,KABUCHAI,kabuchai,BWAKE/LUUYA,Operational,No,No,No,No,,Yes,Yes,No
11957,Bulesa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,ISIOLO,ISIOLO NORTH,merti,CHARI,Operational,No,No,No,No,,Yes,Yes,No
13689,Kibos Sugar Research Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,KISUMU EAST,kisumu east,KAJULU,Operational,No,No,No,No,,Yes,Yes,No
12025,Gafarsa Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,ISIOLO,ISIOLO SOUTH,garbatulla,GARBA TULLA,Operational,No,No,Yes,No,,Yes,Yes,No
